1	WeakeningEffect	True	False	False	Reines Gewissen	Verringert Kraft und den Angriff auf $H_W_BAD90%$COLOR_END.	icon_skills.voidtrap_tex
2	Buff	True	True	False	Megakraftverstärkung	Euer Auftreten wird noch furchteinflößender, wenn Ihr auf megagroße Monster trefft.	icon_skills.voidtrap_tex
3	Buff	True	True	False	TEST_NoNaturalMPRegeneration	Keine natürliche MP-Regeneration für 30 Min.! Sollte diese Nachricht angezeigt werden, sollte dies als Fehler vermerkt werden.	icon_skills.voidtrap_tex
4	Buff	True	True	False	Betäubungsgranate	Betäubungseffekt	icon_skills.voidtrap_tex
5	WeakeningEffect	True	True	False	Schwächung ohne Effekt	Schwächung ohne Effekt	icon_skills.voidtrap_tex
6	WeakeningEffect	True	True	False	Schaden: Absolute Unbesiegbarkeit	Schaden: Absolute Unbesiegbarkeit	icon_skills.voidtrap_tex
7	WeakeningEffect	True	True	False	Schaden: Halbe Unbesiegbarkeit	Schaden: Halbe Unbesiegbarkeit	icon_skills.voidtrap_tex
8	WeakeningEffect	True	True	False	Schwächung: Absolute Unbesiegbarkeit	Schwächung: Absolute Unbesiegbarkeit	icon_skills.voidtrap_tex
9	WeakeningEffect	True	True	False	Schwächung: Halbe Unbesiegbarkeit	Schwächung: Halbe Unbesiegbarkeit	icon_skills.voidtrap_tex
10	WeakeningEffect	True	True	False	Reaktion: Absolute Unbesiegbarkeit	Reaktion: Absolute Unbesiegbarkeit	icon_skills.voidtrap_tex
11	WeakeningEffect	True	True	False	Stein	Stein	icon_skills.voidtrap_tex
12	WeakeningEffect	True	True	False	Wirbel	Wirbel	icon_skills.voidtrap_tex
13	WeakeningEffect	True	True	False	Entfesselte Göttin	Entfesselte Göttin	icon_skills.voidtrap_tex
15	Buff	True	True	False	Segen von Zenobia	Erhöht die Bewegungsgeschwindigkeit außerhalb des Kampfes um $H_W_GOOD10$COLOR_END.	icon_skills.fastwalk_tex
21	Buff	True	True	False	Hatz und Jagd_Reaction_Resistance Test	Erhöht die Wahrscheinlichkeit auf Reaktionsresistenz auf das 10-fache.	icon_skills.voidtrap_tex
22	Buff	True	True	False	Test_Increased Skill Damage	Nur Test: Erhöht allen Fertigkeitsschaden um 40%!	icon_skills.voidtrap_tex
23	Buff	True	True	False	Automatische kritische Treffer	All Eure Angriffe landen kritische Treffer.$BRNur für Testzwecke.	
24	Buff	True	True	False	Automatische kritische Treffer gewähren	Gewährt Eurem Gegner automatische kritische Treffer.$BRNur für Testzwecke.	
25	Buff	True	True	True	T.E.R.A. TIME	Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
26	Buff	True	True	True	Ultra-hyper-turbo-Zeit	Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
27	Buff	True	True	True	T.E.R.A. TIME	Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
28	Buff	True	True	False	T.E.R.A. TIME	Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
29	Buff	False	True	False			
30	Buff	True	True	True	Segen von Amarun	Erhöht die maximalen LP für den ersten Vorstoß im Dungeon.	icon_skills.heart_buff_tex
31	Buff	True	True	False	T.E.R.A. TIME Zyklus 2	Beteiligt Euch an eindrucksvollen Schlachten! Bei einem Angriff erhöht sich Euer Schaden um 20% und die Angriffsgeschwindigkeit nimmt ebenfalls erheblich zu.	icon_status.buff_of_kaia_tex
32	Buff	False	True	False			
35	Buff	False	True	False			
36	Buff	True	True	True	Stärkung zum 4. Geburtstag (Erhöhung der Angriffsstärke)	Beteiligt Euch an eindrucksvollen Schlachten! Bei einem Angriff erhöht sich Euer Schaden um 20% und die Angriffsgeschwindigkeit nimmt ebenfalls erheblich zu.	icon_status.buff_of_kaia_tex
37	Buff	True	True	True	Stärkung zum 4. Geburtstag (Verringerung der Abklingzeit)	Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
38	Buff	False	True	False			
39	Buff	True	True	True	Der Ruf des Krieges (Internetcafé)	Increases Attack Power, Attack Speed and Recovery ability by 2%. The abnormality while playing from PC cafes.	icon_status.plusecritical_tex
40	Buff	True	True	True	Balders Segen	Erhöht Eure Sammelfähigkeiten um 30 und verkürzt Eure Sammel- und Herstellungszeit.	icon_items.artisanall_up_tex
41	Buff	True	True	False	Baharrs Segen	Erhöht die endgültige Erfolgsrate beim Verzaubern um einen geringen Wert. (Wirkt nicht auf Apexverzauberung und Verzauberung der gleichen Ausrüstung)	icon_items.parts_heavyarmorc5_tex
42	Buff	True	True	False	Gesegneter Baharrs Segen	Erhöht die endgültige Erfolgsrate beim Verzaubern um einen geringen Wert. (Wirkt nicht auf Apexverzauberung und Verzauberung der gleichen Ausrüstung)	icon_items.parts_heavyarmorc5_tex
43	Buff	True	True	False	Verehrter Baharrs Segen	Erhöht die endgültige Erfolgsrate beim Verzaubern um einen geringen Wert. (Wirkt nicht auf Apexverzauberung und Verzauberung der gleichen Ausrüstung)	icon_items.parts_heavyarmorc5_tex
44	Buff	True	True	False	Baharrs Segen	Erhöht die endgültige Erfolgsrate beim Verzaubern um einen geringen Wert. (Wirkt nicht auf Apexverzauberung und Verzauberung der gleichen Ausrüstung)	icon_items.parts_heavyarmorc5_tex
45	Buff	True	True	False	Gesegneter Baharrs Segen	Erhöht die endgültige Erfolgsrate beim Verzaubern um einen geringen Wert. (Wirkt nicht auf Apexverzauberung und Verzauberung der gleichen Ausrüstung)	icon_items.parts_heavyarmorc5_tex
46	Buff	True	True	False	Verehrter Baharrs Segen	Erhöht die endgültige Erfolgsrate beim Verzaubern um einen geringen Wert. (Wirkt nicht auf Apexverzauberung und Verzauberung der gleichen Ausrüstung)	icon_items.parts_heavyarmorc5_tex
47	Buff	True	True	False	Test_Erhöhung von Fertigkeitsschaden/Verringerung von Aggro	Nur für den Test! Schaden aller Fertigkeiten wird um 50% erhöht/Aggro wird um 50% verringert	icon_skills.voidtrap_tex
101	Buff	True	True	False	Vergeltung	Ihr seid immun gegen Niederschlagen, Taumeln und Betäuben.	icon_skills.risingattack_tex
201	Buff	False	True	False	Segen von Shakan I	Erhöht die Kraft um $H_W_GOOD17$COLOR_END.	icon_skills.attackup_tex
202	Buff	False	True	False	Segen von Shakan II	Erhöht die Kraft um $H_W_GOOD25$COLOR_END.	icon_skills.attackup_tex
301	Stun	True	False	False	Blitzringfalle	Betäubt. Bewegungsunfähig.	icon_skills.shocktrap_tex
302	Stun	True	False	False	Blitzringfalle	Betäubt. Bewegungsunfähig.	icon_skills.shocktrap_tex
303	Stun	True	False	False	Blitzringfalle	Betäubt. Bewegungsunfähig.	icon_skills.shocktrap_tex
501	Buff	True	True	False	Erhöht die Bewegungsgeschwindigkeit.	Erhöht die Bewegungsgeschwindigkeit erheblich.	icon_status.aura_of_wind_tex
601	Buff	True	True	True	Kraft der Raserei I	Erhöht die Kraft um $H_W_GOOD20$COLOR_END und die Angriffsgeschwindigkeit um $H_W_GOOD6$COLOR_END. Nur wer sich innerhalb eines Radius von 30m um den Anwender befindet, erhält den Effekt der Aura.	icon_skills.rage_tex
602	Buff	True	True	True	Kraft der Raserei II	Erhöht die Kraft um $H_W_GOOD25$COLOR_END und die Angriffsgeschwindigkeit um $H_W_GOOD6$COLOR_END. Nur wer sich innerhalb eines Radius von 30m um den Anwender befindet, erhält den Effekt der Aura.	icon_skills.rage_tex
603	Buff	True	True	True	Kraft der Raserei III	Erhöht die Kraft um $H_W_GOOD40$COLOR_END und die Angriffsgeschwindigkeit um $H_W_GOOD6$COLOR_END. Nur wer sich innerhalb eines Radius von 30m um den Anwender befindet, erhält den Effekt der Aura.	icon_skills.rage_tex
901	Stun	True	False	False	Sharas Peitsche	Betäubt. Bewegungsunfähig.	icon_skills.flashball_tex
902	Buff	True	True	True	Nokteniuminfusion	Die Nokteniuminfusion wird verwendet, um den Fertigkeitseffekt zu erhöhen.	icon_items.union_supplies5_tex
903	Buff	True	True	False	Tötungsabsicht	Erhöht die Kraft um $H_W_GOOD15$COLOR_END, die Angriffsgeschwindigkeit um $H_W_GOOD8%$COLOR_END, den kritischen Trefferwert um $H_W_GOOD4%$COLOR_END und die Bewegungsgeschwindigkeit um $H_W_GOOD4%$COLOR_END.	icon_skills.battlefield_high_ranking_tex
904	Buff	True	True	False	Energiesterne - Verstärkung	Erhöht den Fertigkeitsschaden des ersten Treffers um $H_W_GOOD10$COLOR_END. Kann nicht auf den Zauberwirkenden angewendet werden.	icon_skills.berserk_tex
905	Buff	True	True	False	Regenerationskreis - MP-Wiederherstellung	Stellt immer nach $H_W_GOOD2$COLOR_END second1 $H_W_GOOD100$COLOR_END MP wieder her.	icon_status.plusmp_tex
906	Buff	True	True	False	Heilender Schub - MP-Wiederherstellung	Stellt immer nach $H_W_GOOD1$COLOR_END second $H_W_GOOD50$COLOR_END LP wieder her.	icon_status.plusmp_tex
907	Buff	True	True	False	Zorn der Titanen - Beschleunigung	Erhöht die Aufladegeschwindigkeit der ersten Fertigkeit um $H_W_GOOD20%$COLOR_END.	icon_status.plusattack_tex
908	Buff	True	True	False	Gefallen der Titanen - Schutz	Absorbiert bis zu $H_W_GOOD4000$COLOR_END Schaden.$BRMacht immun gegen Niederschlagen und Taumeln.	icon_status.plusedefence_tex
910	Buff	True	True	True	Nokteniuminfusionstest	Nokteniuminfusionstest	icon_items.union_supplies5_tex
911	Buff	True	True	True	Nokteniuminfusion	Die Nokteniuminfusion wird verwendet, um den Fertigkeitseffekt zu erhöhen.	icon_items.union_supplies5_tex
912	Buff	True	True	True	Nokteniuminfusion	Die Nokteniuminfusion wird verwendet, um den Fertigkeitseffekt zu erhöhen.	icon_items.union_supplies5_tex
913	Buff	True	True	True	Nokteniuminfusion	Die Nokteniuminfusion wird verwendet, um den Fertigkeitseffekt zu erhöhen.	icon_items.union_supplies5_tex
916	Buff	True	True	True	Nokteniuminfusion	Die Nokteniuminfusion wird verwendet, um den Fertigkeitseffekt zu erhöhen.	icon_items.union_supplies5_tex
920	Buff	True	True	False	Veredelter Noktenium-Effekt [ungewöhnlich]	Erhöht den Fertigkeitseffekt. Der Nokteniuminfusionseffekt erhöht sich um das $H_W_GOOD1,5$COLOR_END-fache und alle Fertigkeiten erhalten eine um$H_W_GOOD4-12%$COLOR_END erhöhte Angriffsstärke. (Einige Fertigkeiten auf $H_W_GOOD6-20%$COLOR_END begrenzt) Kann nicht mit herkömmlichen Nokteniuminfusionen doppelt verwendet werden.	icon_items.noctan_tex
921	Buff	True	True	False	Veredelter Noktenium-Effekt [selten]	Erhöht den Fertigkeitseffekt. Der Nokteniuminfusionseffekt erhöht sich um das $H_W_GOOD1,5$COLOR_END-fache und alle Fertigkeiten erhalten eine um$H_W_GOOD4-12%$COLOR_END erhöhte Angriffsstärke. (Einige Fertigkeiten auf $H_W_GOOD6-20%$COLOR_END begrenzt) Kann nicht mit herkömmlichen Nokteniuminfusionen doppelt verwendet werden.	icon_items.noctan_tex
922	Buff	True	True	False	Veredelter Noktenium-Effekt [legendär]	Erhöht den Fertigkeitseffekt. Der Nokteniuminfusionseffekt erhöht sich um das $H_W_GOOD1,5$COLOR_END-fache und alle Fertigkeiten erhalten eine um$H_W_GOOD4-12%$COLOR_END erhöhte Angriffsstärke. (Einige Fertigkeiten auf $H_W_GOOD6-20%$COLOR_END begrenzt) Kann nicht mit herkömmlichen Nokteniuminfusionen doppelt verwendet werden.	icon_items.noctan_tex
929	Buff	True	True	False	Veredelter Noktenium-Effekt (zum Testen)	Erhöht den Fertigkeitseffekt. Der gewöhnliche Nokteniuminfusionseffekt wird auf 150% maximiert. Keine Überschreibung vorhanden. &#xA;Erhöht den PvP-Schaden um $H_W_GOOD12$COLOR_END und die PvP-Verteidigung um $H_W_GOOD12$COLOR_END.	icon_items.union_supplies5_tex
1100	Buff	True	True	False	Trank der kulturellen Gelegenheit	Kampf-EP-Bonus von $H_W_GOOD5%$COLOR_END.	icon_items.potion12_tex
1101	Buff	True	True	False	Verehrung I	Erhöht die Kampf-EP um $H_W_GOOD20%$COLOR_END.$BRDer Effekt hält auch nach dem Tod an.	icon_items.exp_buff_potion1_tex
1102	Buff	True	True	False	Festivaltaumel I	Erhöht die Kampf-EP um $H_W_GOOD10%$COLOR_END.$BRDer Effekt hält auch nach dem Tod an.	icon_items.exp_buff_potion2_tex
1103	Buff	True	True	False	Verehrung II	Erhöht die Kampf-EP um $H_W_GOOD100%$COLOR_END.$BRDer Effekt hält auch nach dem Tod an.	icon_items.exp_buff_potion1_tex
1104	Buff	True	True	True	Festivaltaumel II	Erhöht die Kampf-EP um $H_W_GOOD50%$COLOR_END.$BRDer Effekt hält auch nach dem Tod an.	icon_items.exp_buff_potion2_tex
