1	1	［帰属］職人のロウソク	0	30	icon_items.artisan_potion_tex
2	1	［帰属］完全復活の書	0	1200	icon_items.perfect_revival_tex
3	1	［帰属］癒しの角笛	0	30	icon_items.hp_recovery_potion_tex
4	1	［帰属］癒しの香水	0	30	icon_items.mp_recovery_potion_tex
5	1	［帰属］レリンのマジックバンデージ	0	60	icon_items.perfect_bandage_tex
6	1	［帰属］知識の光護符	0	1	icon_items.shine_mysterypaper1_tex
7	1	［帰属］神秘の光護符	0	1	icon_items.shine_mysterypaper2_tex
8	1	［帰属］奇妙な光護符	0	1	icon_items.shine_mysterypaper3_tex
9	1	［帰属］英雄の凱旋	0	18000	icon_items.exp_buff_potion1_tex
10	1	［帰属］祝福の火花	0	18000	icon_items.exp_buff_potion2_tex
11	3	［帰属］【クリスタル】ヴァンピールの宝石	0	0	icon_items.promotion_customize1_tex
12	3	［帰属］【クリスタル】魔女の宝石	0	0	icon_items.promotion_customize2_tex
13	0	悪神の印章	0	0	icon_items.pk_tex
14	0	ヴァルキオン勲章	0	0	icon_items.medal1_tex
15	0	強化剤	0	0	icon_items.enrichment_tex
16	0	キャラクター名変更券	0	5184000	icon_items.charname_change_tex
17	3	［帰属］ヴェリックのイヤリング	0	0	icon_items.promotion_earring_tex
18	3	［帰属］ロックの首飾り	0	0	icon_items.promotion_necklace_tex
19	3	［帰属］癒しの指輪	0	0	icon_items.promotion_ring_tex
20	0	【スキル書】軍馬召喚（茶）I	0	0	icon_items.skillbook_rider1_tex
21	0	【スキル書】軍馬召喚（茶）II	0	0	icon_items.skillbook_rider2_tex
22	1	ブロンズ印章	0	0	icon_items.icon_valkion_medal1_tex
23	1	シルバー印章	0	0	icon_items.icon_valkion_medal2_tex
24	1	ゴールド印章	0	0	icon_items.icon_valkion_medal3_tex
25	1	プラチナ印章	0	0	icon_items.icon_valkion_medal_tex
26	1	職人のロウソク	0	30	icon_items.artisan_potion_tex
27	1	完全復活の書	0	1200	icon_items.perfect_revival_tex
28	1	癒しの角笛	0	30	icon_items.hp_recovery_potion_tex
29	1	癒しの香水	0	30	icon_items.mp_recovery_potion_tex
