1	1	Полуночная свеча Велики	0
2	1	[Персональный] Cвиток полного воскрешения	0
3	1	[Персональный] Рог Кайи	0
4	1	[Персональные] Благовония Дзерены	0
5	1	[Персональные] Бинты Лелина	0
6	1	[Персональный] Великий чарм натиска	0
7	1	[Персональный] Великий чарм бестелесности	0
8	1	[Персональный] Великий багровый чарм	0
9	1	[Персональная] Хлопушка	0
10	1	[Персональный] Фейерверк	0
11	3	[Персональный] Кристалл неустанной добычи	0
12	3	[Персональный] Кристалл мудрой добычи	0
13	0	Семена восстания	0
14	0	Награда Катарнаха	0
15	0	Алкагест	0
16	0	Ваучер на смену имени	0
17	3	[Персональная] Серьга Города Колес	0
18	3	[Персональная] Подвеска первопроходца	0
19	3	[Персональное] Песчаное кольцо Дзерены	0
20	0	Умение всадника: Гнедой мерин	0
21	0	Умение всадника: Быстрый гнедой мерин	0
22	1	Жетон поддержки	0
23	1	Жетон прогресса	0
24	1	Жетон преданности	0
25	1	Жетон первых рядов	0
26	1	Полуночная свеча	0
27	1	Cвиток полного воскрешения	0
28	1	Рог Кайи	0
29	1	Благовония Дзерены	0
30	1	Бинты Лелина	0
31	1	Чарм натиска	0
32	1	Чарм бестелесности	0
33	1	Багровый чарм	0
34	1	Xлопушка	0
35	1	Фейерверк	0
36	3	Кристалл неустанной добычи	0
37	3	Кристалл мудрой добычи	0
38	3	Серьга Города Колес	0
39	3	Подвеска первопроходца	0
40	3	Песчаное кольцо Дзерены	0
41	0	Умение всадника: Быстрая белая лошадь	0
42	0	[Персональное] Умение всадника: Быстрая белая лошадь	0
43	1	[Персональный] Краденый суп Симона	0
44	1	Краденый суп Симона	0
45	1	Медный энсиформ	0
46	1	Серебряный энсиформ	0
47	1	Золотой энсиформ	0
50	0	Обручальное кольцо	0
51	0	Веридийская вытяжка	0
52	1	Сильный алкагест	0
53	1	Древний алкагест	0
54	1	Значок Оксбоу	0
55	1	Значок испытаний	0
56	1	Некротический значок	0
57	1	Значок двойственности	0
59	0	Обычный питомец - Покки	0
60	0	Обычный питомец - Туванги	0
61	0	Обычный питомец - Мьюи	0
62	0	Обычный питомец - Далия	0
63	1	Необычный питомец - Покки	0
64	1	Необычный питомец - Туванги	0
65	1	Необычный питомец - Мьюи	0
66	1	Необычный питомец - Далия	0
67	2	[Персональная] Xлопушка II	0
68	2	Xлопушка II	0
69	1	Необычный питомец - бес	0
71	2	Мастерский свиток печати энигмы	0
72	0	Наградной чек	0
73	0	Безделушка Йоки	0
74	0	Безделушка Шаны	0
75	0	Безделушка Непир	0
76	0	Обычный питомец - Туванги	0
77	0	Обычный питомец - Мьюи	0
78	0	Обычный питомец - Далия	0
79	1	Необычный питомец - Покки	0
80	1	Необычный питомец - Туванги	0
81	1	Необычный питомец - Мьюи	0
82	1	Необычный питомец - Далия	0
83	2	Редкий питомец - Покки	0
84	2	Редкий питомец - Туванги	0
85	2	Редкий питомец - Мьюи	0
86	2	Редкий питомец - Далия	0
87	3	Исключительный питомец - Покки	0
88	3	Исключительный питомец - Туванги	0
89	0	Бесчестный старинный прибор кристаллов	0
91	0	Обычный свиток опознания	0
92	1	Свиток сложного опознания	0
93	0	Обычный свиток печати энигмы	0
94	1	Свиток сложной печати энигмы	0
95	0	Обучение питомцев: покупка и продажа	0
96	0	Обучение: торговля	0
97	0	Обучение питомцев: приобретение	0
98	0	Костер	0
99	0	Дрова	0
100	0	Бесчестный старинный прибор кристаллов	0
101	0	Бесчестный старинный прибор кристаллов	0
102	0	Бесчестный старинный прибор кристаллов	0
103	2	Священное зелье защиты	0
104	3	[Персональный] Амулет с кровавым камнем Велики	0
105	3	Амулет с кровавым камнем Велики	0
106	3	[Персональный] Амулет с кровавым камнем Шакана	0
107	3	Амулет с кровавым камнем Шакана	0
111	1	Зелье обновления	0
112	1	Зелье мужества	0
113	1	Варварское снадобье Федерации	0
114	2	Валькионское зелье здоровья	0
115	0	Самородок маны	0
116	1	Зелье здоровья	0
117	2	Боевая панацея	0
118	0	Зелье возможности	0
119	0	Крепкое снадобье обновления	0
120	0	Настоявшееся снадобье обновления	0
121	0	Сильное варварское снадобье	0
122	0	Вязкое варварское снадобье	0
123	0	Сильное снадобье соперничества	0
124	0	Вязкое снадобье соперничества	0
125	0	Бинты новичка	0
126	0	Бинты из вердры	0
127	0	Бинты из сильвы	0
128	0	Бинты из шетлы	0
129	1	Арунская панацея	0
130	1	Настой святости	0
131	3	Глаз Лока	0
132	3	Подвеска из когтя Шакана	0
133	0	Свиток телепортации на Остров Зари	0
134	0	Свиток телепортации в Деревню лесорубов	0
135	0	Свиток телепортации в Кресцентию	0
136	0	Свиток телепортации в Пополион	0
137	0	Свиток телепортации в Пора-Элину	0
138	0	Свиток телепортации в Чебику	0
139	0	Свиток телепортации в Тулуфан	0
140	0	Свиток телепортации в Гавань Головорезов	0
141	0	Свиток телепортации в Кастанику	0
142	0	Свиток телепортации в Балдерон	0
143	0	Свиток телепортации в Велику	0
144	0	Свиток телепортации на Фронтеру	0
145	0	Свиток телепортации в Трию	0
146	0	Свиток телепортации в Тралион	0
147	0	Свиток телепортации в Акарум	0
148	0	Свиток телепортации в Блеклый камень	0
149	0	Свиток телепортации в Эленею	0
150	0	Свиток телепортации в Неприступный бастион	0
151	0	Свиток телепортации в Аллемантею	0
152	0	Свиток телепортации в Дрэгонфолл	0
153	0	Свиток телепортации в Скитера-Фэй	0
154	0	Свиток телепортации на Аванпост следопытов	0
155	0	Свиток телепортации в Зульфикарскую крепость	0
156	0	Свиток телепортации в Канстрию	0
157	0	Свиток телепортации в Убежище Даварна	0
158	0	Свиток телепортации в Хабере	0
159	0	Свиток телепортации в Кайатор	0
160	0	Свиток телепортации в безопасное место	0
161	0	[Персональное] Умение всадника: Аркадийская в яблоках	0
162	0	[Персональное] Умение всадника: Каурый мерин	0
163	0	[Персональное] Умение всадника: Серая великианская	0
164	0	[Персональное] Умение всадника: Пегая лошадь	0
165	0	[Персональное] Умение всадника: Вороно-чалая	0
166	0	Умение всадника: Аркадийская в яблоках	0
167	0	Умение всадника: Каурый мерин	0
168	0	Умение всадника: Серая великианская	0
169	0	Умение всадника: Пегая лошадь	0
170	0	Умение всадника: Вороно-чалая	0
171	1	Панацея воина	0
172	1	Пропитанные снадобьем бинты новичка	0
173	1	Пропитанные снадобьем бинты из вердры	0
174	1	Пропитанные снадобьем бинты из сильвы	0
175	1	Пропитанные снадобьем бинты из шетлы	0
176	1	Пропитанные снадобьем бинты из тойры	0
177	1	Пропитанные снадобьем бинты из лурии	0
178	1	Чарм могущества	0
179	1	Чарм проницательности	0
180	1	Чарм скорости	0
181	1	Чарм силы	0
182	1	Чарм выносливости	0
183	1	Чарм непреклонности	0
184	1	Чарм жесткости	0
185	1	Чарм прочности	0
186	1	Чарм кадуцея	0
187	1	Чарм упорства	0
188	1	Чарм зеркала	0
189	1	Чарм неустанности	0
190	1	Чарм хитрости	0
191	1	Чарм решительности	0
192	1	Чарм насыщения	0
193	1	Чарм быстроты	0
194	1	Свиток быстрого воскрешения	0
195	1	Свиток телепортации в Гробницу Некроманта	0
196	1	Свиток телепортации в Золотой Лабиринт	0
197	1	Свиток телепортации в Бастион Лока	0
198	1	Свиток телепортации в Зловещий Особняк	0
199	1	Свиток телепортации в Убежище Культистов	0
200	1	Свиток телепортации в Убежище Акаши	0
201	0	Красный краситель	0
202	0	Оранжевый краситель	0
203	0	Желтый краситель	0
204	0	Зеленый краситель	0
205	0	Синий краситель	0
206	2	Вечный краситель	0
207	0	Фиолетовый краситель	0
208	0	Таинственный краситель	0
209	0	Кошенильный жучок	0
210	0	Пурпуриновый корень	0
211	0	Стебель шафрана	0
212	0	Чешуйка ярь-медянки	0
213	0	Лепесток индиго	0
214	0	Рутиловый кристалл	0
215	0	Улитка мурекс	0
216	0	Пустой флакон	0
217	0	Набор для красителя: кармин	0
218	0	Набор для красителя: пурпурин	0
219	0	Набор для красителя: шафран	0
220	0	Набор для красителя: ярь-медянка	0
221	0	Набор для красителя: индиго	0
222	0	Набор для красителя: универсальный	0
223	0	Набор для красителя: мурекс	0
224	0	Карминовый краситель	0
225	0	Пурпуриновый краситель	0
226	0	Шафранный краситель	0
227	0	Ярь-медянковый краситель	0
228	0	Индиговый краситель	0
229	0	Сотворенный набор универсальных красителей	0
230	0	Мурексовый краситель	0
231	1	Красители оттенков кармина	0
232	1	Красители оттенков пурпурина	0
233	1	Красители оттенков шафрана	0
234	1	Красители оттенков ярь-медянки	0
235	1	Красители оттенков индиго	0
236	1	Сотворенный набор универсальных красителей высшего качества	0
237	1	Красители оттенков мурекса	0
238	0	Красители оттенков красного	0
239	0	Красители оттенков оранжевого	0
240	0	Красители оттенков желтого	0
241	0	Красители оттенков зеленого	0
242	0	Красители оттенков синего	0
243	0	Вечные оттеночные красители	0
244	0	Красители оттенков фиолетового	0
245	0	Летучий красный краситель	0
246	0	Летучий оранжевый краситель	0
247	0	Летучий желтый краситель	0
248	0	Летучий зеленый краситель	0
249	0	Летучий синий краситель	0
250	0	Летучий фиолетовый краситель	0
251	1	Черный краситель	0
252	1	Красители оттенков белого	0
301	0	Ваучер на смену расы	0
302	0	Ваучер на смену пола	0
303	0	Ваучер на смену облика	0
304	0	Умение всадника: Боевой скакун	0
305	0	Оковы Кайи	0
306	0	Умение всадника: Быстрая аркадийская в яблоках	0
307	0	Умение всадника: Быстрая пегая	0
308	0	Золотое яйцо с сюрпризом	0
309	0	Серебряное яйцо с сюрпризом	0
310	0	Бронзовое яйцо с сюрпризом	0
311	0	Купон на Smart TV	0
312	0	Купон на ноутбук	0
313	0	Купон на видеокарту	0
314	0	Купон на LED-монитор	0
315	0	Купон на подарочную карточку	0
316	0	Умение всадника: Ночной Кошмар	0
317	1	Жуткий значок	0
318	3	Жуткие клинки ведьмы	0
319	3	Жуткое копье ведьмы	0
320	3	Двуручный меч Астрэлира	0
321	3	Алебарда Астрэлира	0
322	3	Глаз ведьмы	0
323	3	Боевой лук Астрэлира	0
324	3	Гибельный посох Зурас	0
325	3	Жезл ведьмы	0
326	1	Свиток телепортации в Небесный сад Салерона	0
327	1	Свиток телепортации в Лабиринт Ужаса	0
328	1	Свиток телепортации в Эбеновую Башню	0
329	1	Свиток телепортации в Гнездо Келсаика	0
330	0	Ваучер на смену имени	0
331	0	Ваучер на смену расы	0
332	0	Ваучер на смену пола	0
333	0	Ваучер на смену облика	0
334	0	Билет на Крейсер 'Стремление' (безумие)	0
335	0	Согласие Кайи	0
336	0	Умение всадника: Быстрая серая великианская	0
337	1	Огневушка	0
338	1	Связка фейерверков	0
339	1	Хлопушка-улыбушка	0
340	0	Милость духов	0
341	0	Набор чармов принцессы Риды	0
342	3	Старинный сундук с сокровищами	0
343	2	Древний сундук с сокровищами	0
344	1	Кайаторская полуночная свеча	0
345	1	Торуанская закуска	0
346	1	Значок Гелида	0
347	2	Эликсир раздражения	0
348	2	Растворитель Сурьяти	0
349	2	Золотой песок	0
350	0	Умение всадника: Скакун Федерации	0
351	0	Умение всадника: Скоростной скакун	0
352	0	Руководство: Декларация разбойника	0
353	1	Свиток телепортации на Пик Сурьяти	0
354	1	Хранитель кристалла	0
355	1	Сыворотка переноса	0
356	1	Значок практики	0
357	1	Ужасный значок	0
358	0	Ваучер VIP-статуса (7 дней)	0
359	1	Кабачковый пирог	0
360	1	Засахаренный плод тертаса	0
361	1	Кастаникская полуночная свеча	0
362	1	[Припасы Федерации] Свиток быстрого воскрешения	0
363	3	Амулет с кровавым камнем Амаруна	0
364	2	Аметист	0
365	2	Жемчужина	0
366	2	Рубин	0
367	2	Сапфир	0
368	2	Изумруд	0
369	2	Бриллиант	0
370	1	Коробка с подарком Кайи	0
371	0	Безделушка Фоты	0
372	0	Ваучер VIP-статуса (30 дней)	0
373	0	Ваучер VIP-статуса (90 дней)	0
374	1	Свиток телепортации к Логову Сараваша	0
375	1	Свиток телепортации в Знак Адстринго	0
376	0	Сияющее золотое яйцо	0
377	3	Амулет позолоченного листа	0
378	1	Умение всадника: Скакун Тьмы	0
379	1	Умение всадника: Ветер	0
380	1	Умение всадника: Боевой конь Нексуса	0
381	1	Умение всадника: Иглогрив	0
382	1	Умение всадника: Эолийская зебра	0
383	1	Умение всадника: Конь Блед	0
384	1	Умение всадника: Златогривый лев	0
385	1	Умение всадника: Рыжая хищница	0
386	0	Награда за спасение	0
387	3	Боевой амулет ветерана	0
388	3	Амулет ветерана с кровавым камнем	0
389	1	Бинты ветерана	0
