1	1	Velika Midnight Oil	0
2	1	Bound Scroll of Full Resurrection	0
3	1	Kaia's Bound Mead	0
4	1	Seren's Bound Perfume	0
5	1	Lelyn's Bound Bandage	0
6	1	Bound Greater Onslaught Charm	0
7	1	Bound Greater Ethereal Charm	0
8	1	Bound Greater Sanguine Charm	0
9	1	Bound Cracker Confetti	0
10	1	Bound Fireworks	0
11	3	Collector's Bound Relentless Cardyl	0
12	3	Collector's Bound Cunning Cardyl	0
13	0	Seeds of Rebellion	0
14	0	Catharnach Award	0
15	0	Alkahest	0
16	0	Name Change Voucher	0
17	3	Personal City Wheel Earring	0
18	3	Personal Pioneer's Pendant	0
19	3	Personal Seren's Sand Ring	0
20	0	Riding Skill: Bay Gelding	0
21	0	Riding Skill: Fast Bay Gelding	0
22	1	Support Token	0
23	1	Progress Token	0
24	1	Dedication Token	0
25	1	Frontlines Token	0
26	1	Midnight Oil	0
27	1	Scroll of Full Resurrection	0
28	1	Kaia's Mead	0
29	1	Seren's Perfume	0
30	1	Lelyn's Bandage	0
31	1	Onslaught Charm	0
32	1	Ethereal Charm	0
33	1	Sanguine Charm	0
34	1	Cracker Confetti	0
35	1	Fireworks	0
36	3	Collector's Relentless Cardyl	0
37	3	Collector's Cunning Cardyl	0
38	3	City Wheel Earring	0
39	3	Pioneer's Pendant	0
40	3	Seren's Sand Ring	0
41	0	Riding Skill: Fast White Stallion	0
42	0	Personal Riding Skill: Fast White Stallion	0
43	1	Bound Symon's Stolen Soup	0
44	1	Symon's Stolen Soup	0
45	1	Cupra Ensiform	0
46	1	Argent Ensiform	0
47	1	Aurel Ensiform	0
50	0	Ring of Vows	0
51	0	Veridian Extract	0
52	1	Sturdy Alkahest	0
53	1	Retro Alkahest	0
54	1	Oxbow Badge	0
55	1	Trial Badge	0
56	1	Necrotic Badge	0
57	1	Duality Badge	0
59	0	Common Pet Pooky	0
60	0	Common Pet Tuwangi	0
61	0	Common Pet Mewy	0
62	0	Common Pet Dahlia	0
63	1	Uncommon Pet Pooky	0
64	1	Uncommon Pet Tuwangi	0
65	1	Uncommon Pet Mewy	0
66	1	Uncommon Pet Dahlia	0
67	2	[Binding] Cracker Confetti II	0
68	2	Cracker Confetti II	0
69	1	Uncommon Pet Imp	0
71	2	Master Enigmatic Scroll	0
72	0	Challenge Receipt	0
73	0	Yoki's Trinket	0
74	0	Shan's Trinket	0
75	0	Nepir's Trinket	0
76	0	Common Pet Tuwangi	0
77	0	Common Pet Mewy	0
78	0	Common Pet Dahlia	0
79	1	Uncommon Pet Pooky	0
80	1	Uncommon Pet Tuwangi	0
81	1	Uncommon Pet Mewy	0
82	1	Uncommon Pet Dahlia	0
83	2	Rare Pet Pooky	0
84	2	Rare Pet Tuwangi	0
85	2	Rare Pet Mewy	0
86	2	Rare Pet Dahlia	0
87	3	Superior Pet Pooky	0
88	3	Superior Pet Tuwangi	0
89	0	Old Engine of Crystalline Mischief	0
91	0	Common Identification Scroll	0
92	1	Intricate Identification Scroll	0
93	0	Common Enigmatic Scroll	0
94	1	Intricate Enigmatic Scroll	0
95	0	Pet Training: Buying and Selling	0
96	0	Training: Selling	0
97	0	Pet Training: Purchasing	0
98	0	Campfire	0
99	0	Firewood	0
100	0	Old Engine of Multiplicative Mischief	0
101	0	Old Engine of Crystalline Mischief	0
102	0	Old Engine of Transmogrifying Mischief	0
103	2	Holy Potion of Protection	0
104	3	[Bound] Velik's Bloodstone Necklace	0
105	3	Velik's Bloodstone Necklace	0
106	3	[Bound] Shakan's Bloodstone Necklace	0
107	3	Shakan's Bloodstone Necklace	0
111	1	Rejuvenation Potion	0
112	1	Valiant Potion	0
113	1	Federation Savage Draught	0
114	2	Valkyon Health Potion	0
115	0	Manacache	0
116	1	Health Potion	0
117	2	Battle Panacea	0
118	0	Potion of Cultural Opportunity	0
119	0	Vigorous Renewal Draught	0
120	0	Infused Renewal Draught	0
121	0	Powerful Savage Draught	0
122	0	Tenacious Savage Draught	0
123	0	Powerful Rival Draught	0
124	0	Tenacious Rival Draught	0
125	0	Keener's Bandage	0
126	0	Verdra Bandage	0
127	0	Sylva Bandage	0
128	0	Shetla Bandage	0
129	1	Arunic Panacea	0
130	1	Divine Infusion	0
131	3	Lok's Eye	0
132	3	Shakan's Claw Pendant	0
133	0	Island of Dawn Teleport Scroll	0
134	0	Lumbertown Teleport Scroll	0
135	0	Crescentia Teleport Scroll	0
136	0	Popolion Teleport Scroll	0
137	0	Pora Elinu Teleport Scroll	0
138	0	Chebika Teleport Scroll	0
139	0	Tulufan Teleport Scroll	0
140	0	Cutthroat Harbor Teleport Scroll	0
141	0	Castanica Teleport Scroll	0
142	0	Balderon Teleport Scroll	0
143	0	Velika Teleport Scroll	0
144	0	Frontera Teleport Scroll	0
145	0	Tria Teleport Scroll	0
146	0	Tralion Teleport Scroll	0
147	0	Acarum Teleport Scroll	0
148	0	Bleakrock Teleport Scroll	0
149	0	Elenea Teleport Scroll	0
150	0	Unyielding Bastion Teleport Scroll	0
151	0	Allemantheia Teleport Scroll	0
152	0	Dragonfall Teleport Scroll	0
153	0	Scythera Fae Teleport Scroll	0
154	0	Pathfinder Post Teleport Scroll	0
155	0	Zulfikar Fortress Teleport Scroll	0
156	0	Kanstria Teleport Scroll	0
157	0	Davarn's Refuge Teleport Scroll	0
158	0	Habere Teleport Scroll	0
159	0	Kaiator Teleport Scroll	0
160	0	Safe Haven Teleport Scroll	0
161	0	Personal Riding Skill: Arcadian Dapple	0
162	0	Personal Riding Skill: Chestnut Gelding	0
163	0	Personal Riding Skill: Velikan Gray	0
164	0	Personal Riding Skill: Pinto	0
165	0	Personal Riding Skill: Blue Roan	0
166	0	Riding Skill: Arcadian Dapple	0
167	0	Riding Skill: Chestnut Gelding	0
168	0	Riding Skill: Velikan Gray	0
169	0	Riding Skill: Pinto	0
170	0	Riding Skill: Blue Roan	0
171	1	Combat Panacea	0
172	1	Keener's Medicated Bandage	0
173	1	Verdra Medicated Bandage	0
174	1	Sylva Medicated Bandage	0
175	1	Shetla Medicated Bandage	0
176	1	Toira Medicated Bandage	0
177	1	Luria Medicated Bandage	0
178	1	Power Charm	0
179	1	Keen Charm	0
180	1	Speed Charm	0
181	1	Strength Charm	0
182	1	Enduring Charm	0
183	1	Unyielding Charm	0
184	1	Rigid Charm	0
185	1	Robust Charm	0
186	1	Caduceus Charm	0
187	1	Tenacity Charm	0
188	1	Mirror Charm	0
189	1	Relentless Charm	0
190	1	Cunning Charm	0
191	1	Vigorous Charm	0
192	1	Infused Charm	0
193	1	Swift Charm	0
194	1	Scroll of Rapid Resurrection	0
195	1	Necromancer Tomb Teleport Scroll	0
196	1	Golden Labyrinth Teleport Scroll	0
197	1	Bastion of Lok Teleport Scroll	0
198	1	Sinestral Manor Teleport Scroll	0
199	1	Cultists' Refuge Teleport Scroll	0
200	1	Akasha's Hideout Teleport Scroll	0
201	0	Red Dye	0
202	0	Orange Dye	0
203	0	Yellow Dye	0
204	0	Green Dye	0
205	0	Blue Dye	0
206	2	Veteran Apothecary Dye	0
207	0	Purple Dye	0
208	0	Mystery Dye	0
209	0	Cochineal Beetle	0
210	0	Purpurin Root	0
211	0	Saffron Stalk	0
212	0	Verdigris Flake	0
213	0	Indigo Petal	0
214	0	Rutile Crystal	0
215	0	Murex Snail	0
216	0	Empty Vial	0
217	0	Carmine Dye Kit	0
218	0	Purpurin Dye Kit	0
219	0	Saffron Dye Kit	0
220	0	Verdigris Dye Kit	0
221	0	Indigo Dye Kit	0
222	0	Munsell Dye Kit	0
223	0	Murex Dye Kit	0
224	0	Carmine Dye	0
225	0	Purpurin Dye	0
226	0	Saffron Dye	0
227	0	Verdigris Dye	0
228	0	Indigo Dye	0
229	0	Handmade Munsell Dye Bundle	0
230	0	Murex Dye	0
231	1	Spectral Carmine Dye	0
232	1	Spectral Purpurin Dye	0
233	1	Spectral Saffron Dye	0
234	1	Spectral Verdigris Dye	0
235	1	Spectral Indigo Dye	0
236	1	Premium Handmade Munsell Dye Bundle	0
237	1	Spectral Murex Dye	0
