1	Power	0	0	perc	100000	0	0.1	Reines Gewissen			Verringert Kraft und den Angriff auf 90%.	icon_skills.voidtrap_tex
2	Power	0	0	perc	180000000	0	100	Megakraftverstärkung			Euer Auftreten wird noch furchteinflößender, wenn Ihr auf megagroße Monster trefft.	icon_skills.voidtrap_tex
2	Endurance	0	0	perc	180000000	0	100	Megakraftverstärkung			Euer Auftreten wird noch furchteinflößender, wenn Ihr auf megagroße Monster trefft.	icon_skills.voidtrap_tex
22	Attack	0	0	perc	1200000	0	1.4	Test_Increased Skill Damage			Nur Test: Erhöht allen Fertigkeitsschaden um 40%!	icon_skills.voidtrap_tex
23	CritChance	0	0	abs	60000	0	1	Automatische kritische Treffer			All Eure Angriffe landen kritische Treffer. Nur für Testzwecke.	
25	MPChange	0	0.5	perc	0	1	0.5	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
25	CDR	0	0	swch	0	0	0.2	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
26	MPChange	0	0.5	perc	0	1	0.5	Ultra-hyper-turbo-Zeit			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
26	CDR	0	0	swch	0	0	0.2	Ultra-hyper-turbo-Zeit			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
27	MPChange	0	0.5	perc	0	1	0.5	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
27	CDR	0	0	swch	0	0	0.2	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
28	MPChange	0	0.5	perc	7200000	1	0.5	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
28	CDR	0	0	swch	7200000	0	0.2	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
