1	Power	0	0	perc	100000	0	0.1	Чистая совесть			Снижает силу и атаку на 90%.	icon_skills.voidtrap_tex
2	Power	0	0	perc	180000000	0	100	Промо-эффект BAM			Увеличивает удивительность в сражениях с BAM.	icon_skills.voidtrap_tex
2	Endurance	0	0	perc	180000000	0	100	Промо-эффект BAM			Увеличивает удивительность в сражениях с BAM.	icon_skills.voidtrap_tex
22	Attack	0	0	perc	1200000	0	1.4	Test_Increased Skill Damage			Только для проверки: повышает урон всех умений на 40%!	icon_skills.voidtrap_tex
23	CritChance	0	0	abs	60000	0	1	Автоматические критические удары			Все ваши атаки наносят критический урон. Только для теста	
25	MPChange	0	0.5	perc	0	1	0.5	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex
25	CDR	0	0	swch	0	0	0.2	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex
26	MPChange	0	0.5	perc	0	1	0.5	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex
26	CDR	0	0	swch	0	0	0.2	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex
27	MPChange	0	0.5	perc	0	1	0.5	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex
27	CDR	0	0	swch	0	0	0.2	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex
28	MPChange	0	0.5	perc	7200000	1	0.5	ВРЕМЯ T.E.R.A	101346	[Появление шиноби] Ликование II	Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex
28	CDR	0	0	swch	7200000	0	0.2	ВРЕМЯ T.E.R.A	101346	[Появление шиноби] Ликование II	Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex
30	MaxHP	0	0	perc	0	0	1.1	Благословение Амаруна			Увеличивает максимальный уровень HP для первого посещения подземелья.	icon_skills.heart_buff_tex
31	Power	0	0	perc	7200000	0	1.2	ВРЕМЯ T.E.R.A: сезон 2			Участвуйте в захватывающих битвах! Повышает урон умения на 20% при атаке.	icon_status.buff_of_kaia_tex
31	ASpd	0	0	perc	7200000	0	1.12	ВРЕМЯ T.E.R.A: сезон 2			Участвуйте в захватывающих битвах! Повышает урон умения на 20% при атаке.	icon_status.buff_of_kaia_tex
33	MPChange	0	0.5	perc	0	1	0.5	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex
33	CDR	0	0	perc	0	0	0.2	ВРЕМЯ T.E.R.A			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex
34	MaxHP	0	0	perc	0	0	1.1	Благословение Амаруна			Увеличивает максимальный уровень HP для первого посещения подземелья.	icon_skills.heart_buff_tex
36	Power	0	0	perc	0	0	1.2	Усилитель 4-й годовщины (увеличение силы атаки)			Участвуйте в захватывающих битвах! При атаке на 20% возрастает урон, а также заметно увеличивается скорость атаки.	icon_status.buff_of_kaia_tex
36	ASpd	0	0	perc	0	0	1.12	Усилитель 4-й годовщины (увеличение силы атаки)			Участвуйте в захватывающих битвах! При атаке на 20% возрастает урон, а также заметно увеличивается скорость атаки.	icon_status.buff_of_kaia_tex
37	MPChange	0	0.5	perc	0	1	0.5	Усилитель 4-й годовщины (ускорение перезарядки)			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex
37	CDR	0	0	swch	0	0	0.2	Усилитель 4-й годовщины (ускорение перезарядки)			Время пришло! Время перезарядки всех умений, за исключением умений альянса, снижено на 80%. Количество восстанавливаемых MP многократно увеличено.	icon_status.pluswill_tex
39	Power	0	0	perc	0	0	1.02	Зов войны (интернет-кафе)			Повышает силу атаки, скорость атаки и восстановление на 2%. Бонус при игре из интернет-кафе.	icon_status.plusecritical_tex
39	ASpd	0	0	perc	0	0	1.02	Зов войны (интернет-кафе)			Повышает силу атаки, скорость атаки и восстановление на 2%. Бонус при игре из интернет-кафе.	icon_status.plusecritical_tex
47	Attack	0	0	perc	9900000	0	1.5	Тест_Увеличение урона от умений/Снижение агрессии			Для теста! Увеличение урона от всех умений на 50%/Снижение агрессии на 50%	icon_skills.voidtrap_tex
201	Power	0	0	abs	2400000	0	17	Благословение Шакана I			+17 к силе.	icon_skills.attackup_tex
202	Power	0	0	abs	2400000	0	25	Благословение Аруна V			+25 к силе.	icon_skills.attackup_tex
601	Power	0	0	abs	0	0	20	Сила безумия I			Энергия безумного духа повышает силу на 20, а скорость атаки на 6. Эффект барьера можно получить в радиусе 30 метров от заклинателя.	icon_skills.rage_tex
601	ASpd	0	0	abs	0	0	6	Сила безумия I			Энергия безумного духа повышает силу на 20, а скорость атаки на 6. Эффект барьера можно получить в радиусе 30 метров от заклинателя.	icon_skills.rage_tex
602	Power	0	0	abs	0	0	25	Сила безумия II			Энергия безумного духа повышает силу на 25, а скорость атаки на 6. Эффект барьера можно получить в радиусе 30 метров от заклинателя.	icon_skills.rage_tex
602	ASpd	0	0	abs	0	0	6	Сила безумия II			Энергия безумного духа повышает силу на 25, а скорость атаки на 6. Эффект барьера можно получить в радиусе 30 метров от заклинателя.	icon_skills.rage_tex
603	Power	0	0	abs	0	0	40	Сила безумия III			Энергия безумного духа повышает силу на 40, а скорость атаки на 6. Эффект барьера можно получить в радиусе 30 метров от заклинателя.	icon_skills.rage_tex
603	ASpd	0	0	abs	0	0	6	Сила безумия III			Энергия безумного духа повышает силу на 40, а скорость атаки на 6. Эффект барьера можно получить в радиусе 30 метров от заклинателя.	icon_skills.rage_tex
902	Noctenium	0	0	swch	0	0	1	Настой ноктиния	1300	Настой ноктиния	Увеличивает атаку в PvP на 8, а защиту в PvP на 8.	icon_items.union_supplies5_tex
