10100	Warrior	Combo Attack I		icon_skills.comboattack_tex
10200	Warrior	Combo Attack II		icon_skills.comboattack_tex
10300	Warrior	Combo Attack III		icon_skills.comboattack_tex
10400	Warrior	Combo Attack IV		icon_skills.comboattack_tex
10500	Warrior	Combo Attack V		icon_skills.comboattack_tex
10600	Warrior	Combo Attack VI		icon_skills.comboattack_tex
10700	Warrior	Combo Attack VII		icon_skills.comboattack_tex
10800	Warrior	Combo Attack VIII		icon_skills.comboattack_tex
10900	Warrior	Combo Attack IX		icon_skills.comboattack_tex
11000	Warrior	Combo Attack X		icon_skills.comboattack_tex
11100	Warrior	Combo Attack XI		icon_skills.comboattack_tex
11200	Warrior	Combo Attack XII		icon_skills.comboattack_tex
20100	Warrior	Evasive Roll		icon_skills.tumbling_tex
30100	Warrior	Torrent of Blows I		icon_skills.nanmu_tex
30200	Warrior	Torrent of Blows II		icon_skills.nanmu_tex
30300	Warrior	Torrent of Blows III		icon_skills.nanmu_tex
30400	Warrior	Torrent of Blows IV		icon_skills.nanmu_tex
30500	Warrior	Torrent of Blows V		icon_skills.nanmu_tex
30600	Warrior	Torrent of Blows VI		icon_skills.nanmu_tex
30700	Warrior	Torrent of Blows VII		icon_skills.nanmu_tex
30800	Warrior	Torrent of Blows VIII		icon_skills.nanmu_tex
30900	Warrior	Torrent of Blows IX		icon_skills.nanmu_tex
40100	Warrior	Rain of Blows I		icon_skills.pointattack_tex	40130	40130
40200	Warrior	Rain of Blows II		icon_skills.pointattack_tex	40230	40230
40300	Warrior	Rain of Blows III		icon_skills.pointattack_tex	40330	40330
40400	Warrior	Rain of Blows IV		icon_skills.pointattack_tex	40430	40430
40500	Warrior	Rain of Blows V		icon_skills.pointattack_tex	40530	40530
40600	Warrior	Rain of Blows VI		icon_skills.pointattack_tex	40630	40630
40700	Warrior	Rain of Blows VII		icon_skills.pointattack_tex	40730	40730
40800	Warrior	Rain of Blows VIII		icon_skills.pointattack_tex	40830	40830
40900	Warrior	Rain of Blows IX		icon_skills.pointattack_tex	40930	40930
41000	Warrior	Rain of Blows X		icon_skills.pointattack_tex	41030	41030
41100	Warrior	Rain of Blows XI		icon_skills.pointattack_tex	360100	41130	41130
50100	Warrior	Battle Cry I		icon_skills.thunderingroar_tex
50200	Warrior	Battle Cry II		icon_skills.thunderingroar_tex
50300	Warrior	Battle Cry III		icon_skills.thunderingroar_tex
50400	Warrior	Battle Cry IV		icon_skills.thunderingroar_tex
50500	Warrior	Battle Cry V		icon_skills.thunderingroar_tex
50600	Warrior	Battle Cry VI		icon_skills.thunderingroar_tex
50700	Warrior	Battle Cry VII		icon_skills.thunderingroar_tex
50800	Warrior	Battle Cry VIII		icon_skills.thunderingroar_tex
50900	Warrior	Battle Cry IX		icon_skills.thunderingroar_tex
80100	Warrior	Assault Stance I		icon_skills.ironwilla_tex
80200	Warrior	Assault Stance II		icon_skills.ironwilla_tex
80300	Warrior	Assault Stance III		icon_skills.ironwilla_tex
80400	Warrior	Assault Stance IV		icon_skills.ironwilla_tex
90100	Warrior	Defensive Stance I		icon_skills.ironwillb_tex
90200	Warrior	Defensive Stance II		icon_skills.ironwillb_tex
90300	Warrior	Defensive Stance III		icon_skills.ironwillb_tex
90400	Warrior	Defensive Stance IV		icon_skills.ironwillb_tex
100100	Warrior	Death From Above I		icon_skills.evasionattack_tex
100200	Warrior	Death From Above II		icon_skills.evasionattack_tex
100300	Warrior	Death From Above III		icon_skills.evasionattack_tex
100400	Warrior	Death From Above IV		icon_skills.evasionattack_tex
100500	Warrior	Death From Above V		icon_skills.evasionattack_tex
100600	Warrior	Death From Above VI		icon_skills.evasionattack_tex
100700	Warrior	Death From Above VII		icon_skills.evasionattack_tex
110100	Warrior	Poison Blade I		icon_skills.poisonblowattack_tex
110200	Warrior	Poison Blade II		icon_skills.poisonblowattack_tex
110300	Warrior	Poison Blade III		icon_skills.poisonblowattack_tex
110400	Warrior	Poison Blade IV		icon_skills.poisonblowattack_tex
110500	Warrior	Poison Blade V		icon_skills.poisonblowattack_tex
110600	Warrior	Poison Blade VI		icon_skills.poisonblowattack_tex
110700	Warrior	Poison Blade VII		icon_skills.poisonblowattack_tex
110800	Warrior	Poison Blade VIII		icon_skills.poisonblowattack_tex
120100	Warrior	Leaping Strike I		icon_skills.downblowattack_tex
120200	Warrior	Leaping Strike II		icon_skills.downblowattack_tex
120300	Warrior	Leaping Strike III		icon_skills.downblowattack_tex
120400	Warrior	Leaping Strike IV		icon_skills.downblowattack_tex
120500	Warrior	Leaping Strike V		icon_skills.downblowattack_tex
120600	Warrior	Leaping Strike VI		icon_skills.downblowattack_tex
120700	Warrior	Leaping Strike VII		icon_skills.downblowattack_tex
120800	Warrior	Leaping Strike VIII		icon_skills.downblowattack_tex
130100	Warrior	Retaliate I		icon_skills.risingattack_tex
130200	Warrior	Retaliate II		icon_skills.risingattack_tex
130300	Warrior	Retaliate III		icon_skills.risingattack_tex
130400	Warrior	Retaliate IV		icon_skills.risingattack_tex
130500	Warrior	Retaliate V		icon_skills.risingattack_tex
130600	Warrior	Retaliate VI		icon_skills.risingattack_tex
130700	Warrior	Retaliate VII		icon_skills.risingattack_tex
130800	Warrior	Retaliate VIII		icon_skills.risingattack_tex
130900	Warrior	Retaliate IX		icon_skills.risingattack_tex
131000	Warrior	Retaliate X		icon_skills.risingattack_tex
160100	Warrior	Charging Slash I		icon_skills.rushingslash_tex
160200	Warrior	Charging Slash II		icon_skills.rushingslash_tex
160300	Warrior	Charging Slash III		icon_skills.rushingslash_tex
160400	Warrior	Charging Slash IV		icon_skills.rushingslash_tex
160500	Warrior	Charging Slash V		icon_skills.rushingslash_tex
160600	Warrior	Charging Slash VI		icon_skills.rushingslash_tex
160700	Warrior	Charging Slash VII		icon_skills.rushingslash_tex
170100	Warrior	Vortex Slash I		icon_skills.allroundslash_tex
170200	Warrior	Vortex Slash II		icon_skills.allroundslash_tex
170300	Warrior	Vortex Slash III		icon_skills.allroundslash_tex
170400	Warrior	Vortex Slash IV		icon_skills.allroundslash_tex
170500	Warrior	Vortex Slash V		icon_skills.allroundslash_tex
170600	Warrior	Vortex Slash VI		icon_skills.allroundslash_tex
170700	Warrior	Vortex Slash VII		icon_skills.allroundslash_tex
170800	Warrior	Vortex Slash VIII		icon_skills.allroundslash_tex
170900	Warrior	Vortex Slash IX		icon_skills.allroundslash_tex
171000	Warrior	Vortex Slash X		icon_skills.allroundslash_tex
171100	Warrior	Vortex Slash XI		icon_skills.allroundslash_tex
180100	Warrior	Combative Strike I		icon_skills.aggravatingstrike_tex
180200	Warrior	Combative Strike II		icon_skills.aggravatingstrike_tex
180300	Warrior	Combative Strike III		icon_skills.aggravatingstrike_tex
180400	Warrior	Combative Strike IV		icon_skills.aggravatingstrike_tex
180500	Warrior	Combative Strike V		icon_skills.aggravatingstrike_tex
180600	Warrior	Combative Strike VI		icon_skills.aggravatingstrike_tex
180700	Warrior	Combative Strike VII		icon_skills.aggravatingstrike_tex
180800	Warrior	Combative Strike VIII		icon_skills.aggravatingstrike_tex
180900	Warrior	Combative Strike IX		icon_skills.aggravatingstrike_tex
181000	Warrior	Combative Strike X		icon_skills.aggravatingstrike_tex
181100	Warrior	Combative Strike XI		icon_skills.aggravatingstrike_tex
190100	Warrior	Rising Fury I		icon_skills.tenaciousattack_tex
190200	Warrior	Rising Fury II		icon_skills.tenaciousattack_tex
190300	Warrior	Rising Fury III		icon_skills.tenaciousattack_tex
190400	Warrior	Rising Fury IV		icon_skills.tenaciousattack_tex
190500	Warrior	Rising Fury V		icon_skills.tenaciousattack_tex
190600	Warrior	Rising Fury VI		icon_skills.tenaciousattack_tex
190700	Warrior	Rising Fury VII		icon_skills.tenaciousattack_tex
190800	Warrior	Rising Fury VIII		icon_skills.tenaciousattack_tex
190900	Warrior	Rising Fury IX		icon_skills.tenaciousattack_tex
191000	Warrior	Rising Fury X		icon_skills.tenaciousattack_tex
200100	Warrior	Deadly Gamble I		icon_skills.deadlywill_tex
200200	Warrior	Deadly Gamble II		icon_skills.deadlywill_tex
210100	Warrior	Cascade of Stuns I		icon_skills.hardslash_tex
210200	Warrior	Cascade of Stuns II		icon_skills.hardslash_tex
220100	Warrior	Backstab I		icon_skills.backattack_tex
220200	Warrior	Backstab II		icon_skills.backattack_tex
230100	Warrior	Staggering Counter I		icon_skills.reversalturningattack_tex
230200	Warrior	Staggering Counter II		icon_skills.reversalturningattack_tex
240100	Warrior	Smoke Aggressor I		icon_skills.decoy_tex
240200	Warrior	Smoke Aggressor II		icon_skills.decoy_tex
240300	Warrior	Smoke Aggressor III		icon_skills.decoy_tex
240400	Warrior	Smoke Aggressor IV		icon_skills.decoy_tex
240500	Warrior	Smoke Aggressor V		icon_skills.decoy_tex
240600	Warrior	Smoke Aggressor VI		icon_skills.decoy_tex
240700	Warrior	Smoke Aggressor VII		icon_skills.decoy_tex
240800	Warrior	Smoke Aggressor VIII		icon_skills.decoy_tex
240900	Warrior	Smoke Aggressor IX		icon_skills.decoy_tex
